"state","year","region","base_years_schooling","base_bachelors","state_growth_rate","nat_gdp_growth","nat_unemployment","gdp_growth_pct","income_growth_pct","unemployment_rate","bachelors_plus_pct","hs_completion_pct","avg_years_schooling","unemployment_tier","education_tier"
"Alabama",2022,"South",14.1854792235733,33.6096263260197,0.260048268779925,2.1,3.6,2.2,3.21,2,40.15,92.62,15.16,"Low (<4%)","Bachelor's+"
"Alabama",2023,"South",14.1854792235733,33.6096263260197,0.260048268779925,2.5,3.6,3.57,4.03,3.5,40.21,91.1,15.21,"Low (<4%)","Bachelor's+"
"Alabama",2024,"South",14.1854792235733,33.6096263260197,0.260048268779925,2.8,3.9,2.52,3.45,4.82,39.53,91.28,15.24,"Mid (4-7%)","Bachelor's+"
"Alaska",2004,"West",13.217650914302,28.0808052955981,0.252237554358386,3.8,5.5,4.8,4.94,5.68,32.02,86.88,14.1,"Mid (4-7%)","Some College"
"Alaska",2005,"West",13.217650914302,28.0808052955981,0.252237554358386,3.5,5.1,1.41,2.07,6.23,29.15,87.05,13.72,"Mid (4-7%)","High School or Less"
"Alaska",2006,"West",13.217650914302,28.0808052955981,0.252237554358386,2.9,4.6,4.93,5.62,5.04,32.54,88.49,14.43,"Mid (4-7%)","Some College"
"Alaska",2007,"West",13.217650914302,28.0808052955981,0.252237554358386,1.9,4.6,2.94,0.81,5.05,30.13,88.82,13.79,"Mid (4-7%)","Some College"
"Alaska",2008,"West",13.217650914302,28.0808052955981,0.252237554358386,-0.1,5.8,-0.28,0.53,7.65,30.93,87.34,13.94,"High (7%+)","Some College"
"Alaska",2009,"West",13.217650914302,28.0808052955981,0.252237554358386,-2.5,9.3,-4.24,-1.16,8.13,31.08,85.76,13.69,"High (7%+)","Some College"
"Alaska",2010,"West",13.217650914302,28.0808052955981,0.252237554358386,2.6,9.6,3.37,3.69,8.73,30.89,87.1,14.31,"High (7%+)","Some College"
"Alaska",2011,"West",13.217650914302,28.0808052955981,0.252237554358386,1.6,8.9,2.18,3.21,9.33,29.94,87.46,14.4,"High (7%+)","High School or Less"
"Alaska",2012,"West",13.217650914302,28.0808052955981,0.252237554358386,2.2,8.1,2.19,3.45,8.38,33.37,90.12,14.14,"High (7%+)","Some College"
"Alaska",2013,"West",13.217650914302,28.0808052955981,0.252237554358386,1.8,7.4,1.98,1.18,4.99,28.81,89.4,13.68,"Mid (4-7%)","High School or Less"
"Alaska",2014,"West",13.217650914302,28.0808052955981,0.252237554358386,2.5,6.2,1.8,2.59,6.79,30.6,90.76,14.12,"Mid (4-7%)","Some College"
"Alaska",2015,"West",13.217650914302,28.0808052955981,0.252237554358386,2.7,5.3,3.14,3.91,3.88,31.62,89.09,14.22,"Low (<4%)","Some College"
"Alaska",2016,"West",13.217650914302,28.0808052955981,0.252237554358386,1.7,4.9,2.05,4.06,3.55,33.01,89.86,13.97,"Low (<4%)","Some College"
"Alaska",2017,"West",13.217650914302,28.0808052955981,0.252237554358386,2.2,4.4,1.86,2.5,6.3,33.47,90.82,14.24,"Mid (4-7%)","Some College"
"Alaska",2018,"West",13.217650914302,28.0808052955981,0.252237554358386,2.9,3.9,1.3,3.88,5.18,30.26,90.75,14.59,"Mid (4-7%)","Some College"
"Alaska",2019,"West",13.217650914302,28.0808052955981,0.252237554358386,2.3,3.7,3.14,3.1,2.88,32.79,89.8,14.25,"Low (<4%)","Some College"
"Alaska",2020,"West",13.217650914302,28.0808052955981,0.252237554358386,-2.8,8.1,-2.13,0.17,9.93,30.75,88.99,14.46,"High (7%+)","Some College"
"Alaska",2021,"West",13.217650914302,28.0808052955981,0.252237554358386,5.9,5.3,4.9,4.6,4.72,37.28,89.39,14.51,"Mid (4-7%)","Some College"
"Alaska",2022,"West",13.217650914302,28.0808052955981,0.252237554358386,2.1,3.6,0.19,1.11,4.73,31.53,92.08,13.93,"Mid (4-7%)","Some College"
"Alaska",2023,"West",13.217650914302,28.0808052955981,0.252237554358386,2.5,3.6,2.75,3.87,5.11,36.79,92.71,14.3,"Mid (4-7%)","Some College"
"Alaska",2024,"West",13.217650914302,28.0808052955981,0.252237554358386,2.8,3.9,2.39,1.59,5.36,33.26,92.35,14.57,"Mid (4-7%)","Some College"
"Arizona",2004,"West",13.6815642056687,39.8786375989599,0.149839567658008,3.8,5.5,4.1,3.95,6.88,42.66,88.65,14.43,"Mid (4-7%)","Bachelor's+"
"Arizona",2005,"West",13.6815642056687,39.8786375989599,0.149839567658008,3.5,5.1,1.95,2.13,4.78,39.51,86.87,14.2,"Mid (4-7%)","Bachelor's+"
"Arizona",2006,"West",13.6815642056687,39.8786375989599,0.149839567658008,2.9,4.6,1.75,2,4,40.8,86.37,14.35,"Mid (4-7%)","Bachelor's+"
"Arizona",2007,"West",13.6815642056687,39.8786375989599,0.149839567658008,1.9,4.6,3.2,4.57,5.98,43.08,88.55,14.8,"Mid (4-7%)","Bachelor's+"
"Arizona",2008,"West",13.6815642056687,39.8786375989599,0.149839567658008,-0.1,5.8,0.38,2.78,5.72,43.92,88.26,14.14,"Mid (4-7%)","Bachelor's+"
"Arizona",2009,"West",13.6815642056687,39.8786375989599,0.149839567658008,-2.5,9.3,-1.8,2.02,8.55,41.28,86.52,14.51,"High (7%+)","Bachelor's+"
"Arizona",2010,"West",13.6815642056687,39.8786375989599,0.149839567658008,2.6,9.6,4.78,4.1,8.47,40.73,88.59,14.82,"High (7%+)","Bachelor's+"
"Arizona",2011,"West",13.6815642056687,39.8786375989599,0.149839567658008,1.6,8.9,1.75,2.58,10.33,41.32,89.25,14.58,"High (7%+)","Bachelor's+"
"Arizona",2012,"West",13.6815642056687,39.8786375989599,0.149839567658008,2.2,8.1,-0.2,-0.17,8.93,42.19,89.32,14.06,"High (7%+)","Bachelor's+"
"Arizona",2013,"West",13.6815642056687,39.8786375989599,0.149839567658008,1.8,7.4,2.2,2.43,9.03,43.47,88.9,14.49,"High (7%+)","Bachelor's+"
"Arizona",2014,"West",13.6815642056687,39.8786375989599,0.149839567658008,2.5,6.2,3.91,5.61,5.52,43.06,88.3,14.88,"Mid (4-7%)","Bachelor's+"
"Arizona",2015,"West",13.6815642056687,39.8786375989599,0.149839567658008,2.7,5.3,5.17,4.19,5.59,43.22,91.74,15.01,"Mid (4-7%)","Bachelor's+"
"Arizona",2016,"West",13.6815642056687,39.8786375989599,0.149839567658008,1.7,4.9,0.05,0.36,3.7,41.01,89.74,14.14,"Low (<4%)","Bachelor's+"
"Arizona",2017,"West",13.6815642056687,39.8786375989599,0.149839567658008,2.2,4.4,0.82,2.03,4.49,41.78,89.56,14.77,"Mid (4-7%)","Bachelor's+"
"Arizona",2018,"West",13.6815642056687,39.8786375989599,0.149839567658008,2.9,3.9,2.05,3.98,2.97,46.23,90.2,14.98,"Low (<4%)","Bachelor's+"
"Arizona",2019,"West",13.6815642056687,39.8786375989599,0.149839567658008,2.3,3.7,1.04,0.55,4.13,42.23,90.22,14.17,"Mid (4-7%)","Bachelor's+"
"Arizona",2020,"West",13.6815642056687,39.8786375989599,0.149839567658008,-2.8,8.1,-3.57,-0.9,8.06,44.56,88.56,14.17,"High (7%+)","Bachelor's+"
"Arizona",2021,"West",13.6815642056687,39.8786375989599,0.149839567658008,5.9,5.3,5.68,5.38,6.89,48.71,91.78,15.5,"Mid (4-7%)","Bachelor's+"
"Arizona",2022,"West",13.6815642056687,39.8786375989599,0.149839567658008,2.1,3.6,0.66,3.87,3.95,41.68,92.49,15,"Low (<4%)","Bachelor's+"
"Arizona",2023,"West",13.6815642056687,39.8786375989599,0.149839567658008,2.5,3.6,4.94,3.85,3.16,43.41,94.73,15.2,"Low (<4%)","Bachelor's+"
"Arizona",2024,"West",13.6815642056687,39.8786375989599,0.149839567658008,2.8,3.9,2.93,4.78,2,43.79,91.9,15.01,"Low (<4%)","Bachelor's+"
"Arkansas",2004,"South",13.8164313024805,35.2144965285866,0.292424095083637,3.8,5.5,3.7,3.29,5,38.17,86.37,14.49,"Mid (4-7%)","Bachelor's+"
"Arkansas",2005,"South",13.8164313024805,35.2144965285866,0.292424095083637,3.5,5.1,4.09,2.92,4.46,35.9,87.57,14.6,"Mid (4-7%)","Some College"
"Arkansas",2006,"South",13.8164313024805,35.2144965285866,0.292424095083637,2.9,4.6,2.94,2.13,5.86,37.23,86.87,14.51,"Mid (4-7%)","Some College"
"Arkansas",2007,"South",13.8164313024805,35.2144965285866,0.292424095083637,1.9,4.6,1.74,2.32,5.1,37.2,86.62,15.06,"Mid (4-7%)","Some College"
"Arkansas",2008,"South",13.8164313024805,35.2144965285866,0.292424095083637,-0.1,5.8,1.67,2.48,5.15,37.85,87.12,14.29,"Mid (4-7%)","Some College"
"Arkansas",2009,"South",13.8164313024805,35.2144965285866,0.292424095083637,-2.5,9.3,-2.76,-0.48,9.55,36.68,87.31,14.02,"High (7%+)","Some College"
"Arkansas",2010,"South",13.8164313024805,35.2144965285866,0.292424095083637,2.6,9.6,1.06,3.19,9.75,43.14,85.72,14.83,"High (7%+)","Bachelor's+"
"Arkansas",2011,"South",13.8164313024805,35.2144965285866,0.292424095083637,1.6,8.9,2.06,2.93,9.26,37.64,87.77,15,"High (7%+)","Some College"
"Arkansas",2012,"South",13.8164313024805,35.2144965285866,0.292424095083637,2.2,8.1,1.78,2.46,7.77,38.64,88.8,14.73,"High (7%+)","Bachelor's+"
"Arkansas",2013,"South",13.8164313024805,35.2144965285866,0.292424095083637,1.8,7.4,1.17,1.6,8.7,39.96,89.38,14.71,"High (7%+)","Bachelor's+"
"Arkansas",2014,"South",13.8164313024805,35.2144965285866,0.292424095083637,2.5,6.2,1.22,0.94,7.64,39.78,88.2,14.64,"High (7%+)","Bachelor's+"
"Arkansas",2015,"South",13.8164313024805,35.2144965285866,0.292424095083637,2.7,5.3,3.21,1.47,4.01,36.94,89.18,15,"Mid (4-7%)","Some College"
"Arkansas",2016,"South",13.8164313024805,35.2144965285866,0.292424095083637,1.7,4.9,1.49,2.61,6,39.66,88.14,14.71,"Mid (4-7%)","Bachelor's+"
"Arkansas",2017,"South",13.8164313024805,35.2144965285866,0.292424095083637,2.2,4.4,2.82,3.22,3.58,37.69,90.79,14.8,"Low (<4%)","Some College"
"Arkansas",2018,"South",13.8164313024805,35.2144965285866,0.292424095083637,2.9,3.9,2.62,4.44,4.14,42.02,91.23,15.21,"Mid (4-7%)","Bachelor's+"
"Arkansas",2019,"South",13.8164313024805,35.2144965285866,0.292424095083637,2.3,3.7,1.51,2.7,4.8,39.12,90.65,15.1,"Mid (4-7%)","Bachelor's+"
"Arkansas",2020,"South",13.8164313024805,35.2144965285866,0.292424095083637,-2.8,8.1,-1.3,1.52,8.64,39.65,90.63,14.71,"High (7%+)","Bachelor's+"
"Arkansas",2021,"South",13.8164313024805,35.2144965285866,0.292424095083637,5.9,5.3,5.57,4.88,5.29,41.96,89.42,15.33,"Mid (4-7%)","Bachelor's+"
"Arkansas",2022,"South",13.8164313024805,35.2144965285866,0.292424095083637,2.1,3.6,3.24,2.63,3.71,39.19,93.3,15.38,"Low (<4%)","Bachelor's+"
"Arkansas",2023,"South",13.8164313024805,35.2144965285866,0.292424095083637,2.5,3.6,1.06,2.43,6.08,42.21,91.56,15.29,"Mid (4-7%)","Bachelor's+"
"Arkansas",2024,"South",13.8164313024805,35.2144965285866,0.292424095083637,2.8,3.9,2.24,3.18,5.48,41.46,91.74,15.41,"Mid (4-7%)","Bachelor's+"
"California",2004,"West",13.7021341615705,32.448803232998,0.166661329562109,3.8,5.5,3.48,2.77,5.51,32.6,86.54,14.2,"Mid (4-7%)","Some College"
"California",2005,"West",13.7021341615705,32.448803232998,0.166661329562109,3.5,5.1,3.03,3.29,4.75,31.31,87.36,14.07,"Mid (4-7%)","Some College"
"California",2006,"West",13.7021341615705,32.448803232998,0.166661329562109,2.9,4.6,4.52,6.21,6.63,31.65,88.85,14.91,"Mid (4-7%)","Some College"
"California",2007,"West",13.7021341615705,32.448803232998,0.166661329562109,1.9,4.6,1.87,1.49,4.7,35.06,87.57,14.26,"Mid (4-7%)","Some College"
"California",2008,"West",13.7021341615705,32.448803232998,0.166661329562109,-0.1,5.8,0.19,3.09,6.24,37.15,86.1,14.54,"Mid (4-7%)","Some College"
"California",2009,"West",13.7021341615705,32.448803232998,0.166661329562109,-2.5,9.3,-3.63,-0.91,10.74,36.28,86.88,13.74,"High (7%+)","Some College"
"California",2010,"West",13.7021341615705,32.448803232998,0.166661329562109,2.6,9.6,1.72,4.01,8.93,35.71,88.17,15.01,"High (7%+)","Some College"
"California",2011,"West",13.7021341615705,32.448803232998,0.166661329562109,1.6,8.9,2.8,2.34,8.42,35.51,88.68,14.59,"High (7%+)","Some College"
"California",2012,"West",13.7021341615705,32.448803232998,0.166661329562109,2.2,8.1,3.71,3.66,7.68,36.26,89.94,14.78,"High (7%+)","Some College"
"California",2013,"West",13.7021341615705,32.448803232998,0.166661329562109,1.8,7.4,3.3,3.79,7.59,35.42,89.11,14.87,"High (7%+)","Some College"
"California",2014,"West",13.7021341615705,32.448803232998,0.166661329562109,2.5,6.2,0.84,1.89,3.54,35.15,88.34,14.27,"Low (<4%)","Some College"
"California",2015,"West",13.7021341615705,32.448803232998,0.166661329562109,2.7,5.3,5.16,5.25,4.84,37.32,91.47,15.05,"Mid (4-7%)","Some College"
"California",2016,"West",13.7021341615705,32.448803232998,0.166661329562109,1.7,4.9,2.92,3.09,5.68,37.12,92.78,14.67,"Mid (4-7%)","Some College"
"California",2017,"West",13.7021341615705,32.448803232998,0.166661329562109,2.2,4.4,2.17,4.01,4.74,37.7,89.93,14.83,"Mid (4-7%)","Some College"
"California",2018,"West",13.7021341615705,32.448803232998,0.166661329562109,2.9,3.9,3.74,3.91,4.29,35.34,91.7,14.75,"Mid (4-7%)","Some College"
"California",2019,"West",13.7021341615705,32.448803232998,0.166661329562109,2.3,3.7,1.13,2.87,2,35.71,91.75,14.46,"Low (<4%)","Some College"
"California",2020,"West",13.7021341615705,32.448803232998,0.166661329562109,-2.8,8.1,-4.12,-2.16,8.34,35.04,91.1,14.4,"High (7%+)","Some College"
"California",2021,"West",13.7021341615705,32.448803232998,0.166661329562109,5.9,5.3,5.96,4.42,5.17,34.94,91.59,15.73,"Mid (4-7%)","Some College"
"California",2022,"West",13.7021341615705,32.448803232998,0.166661329562109,2.1,3.6,0.66,2.99,3.62,34.79,92.16,14.71,"Low (<4%)","Some College"
"California",2023,"West",13.7021341615705,32.448803232998,0.166661329562109,2.5,3.6,2.73,3.65,4.58,36.36,93.34,14.91,"Mid (4-7%)","Some College"
"California",2024,"West",13.7021341615705,32.448803232998,0.166661329562109,2.8,3.9,4.36,3.98,5.49,37.7,95.64,15.46,"Mid (4-7%)","Some College"
"Colorado",2004,"West",13.4469377419543,33.3827537364573,0.205275690622803,3.8,5.5,2.56,2.93,5.22,36.3,86.78,13.95,"Mid (4-7%)","Some College"
"Colorado",2005,"West",13.4469377419543,33.3827537364573,0.205275690622803,3.5,5.1,2.61,3.82,4.44,36.02,86.76,14.2,"Mid (4-7%)","Some College"
"Colorado",2006,"West",13.4469377419543,33.3827537364573,0.205275690622803,2.9,4.6,2.96,3.05,4.33,32.82,86.1,13.76,"Mid (4-7%)","Some College"
"Colorado",2007,"West",13.4469377419543,33.3827537364573,0.205275690622803,1.9,4.6,0.68,1.98,5.45,35.71,87.02,14.04,"Mid (4-7%)","Some College"
"Colorado",2008,"West",13.4469377419543,33.3827537364573,0.205275690622803,-0.1,5.8,-0.56,-0.48,5.67,32.84,87.82,14.19,"Mid (4-7%)","Some College"
"Colorado",2009,"West",13.4469377419543,33.3827537364573,0.205275690622803,-2.5,9.3,-1.45,2.4,8.84,37.56,87.95,14.05,"High (7%+)","Some College"
"Colorado",2010,"West",13.4469377419543,33.3827537364573,0.205275690622803,2.6,9.6,3.76,4.52,9.54,35.9,87.46,14.85,"High (7%+)","Some College"
"Colorado",2011,"West",13.4469377419543,33.3827537364573,0.205275690622803,1.6,8.9,2.06,3.57,10.39,35.56,88.41,14.51,"High (7%+)","Some College"
"Colorado",2012,"West",13.4469377419543,33.3827537364573,0.205275690622803,2.2,8.1,-0.02,-0.42,7.09,35.52,87.31,14.22,"High (7%+)","Some College"
"Colorado",2013,"West",13.4469377419543,33.3827537364573,0.205275690622803,1.8,7.4,1.74,2.52,7.06,35.41,89.37,14.28,"High (7%+)","Some College"
"Colorado",2014,"West",13.4469377419543,33.3827537364573,0.205275690622803,2.5,6.2,3.78,3.36,5.04,38.22,89.66,14.44,"Mid (4-7%)","Bachelor's+"
"Colorado",2015,"West",13.4469377419543,33.3827537364573,0.205275690622803,2.7,5.3,3.68,2.33,7.76,35.57,91.07,14.69,"High (7%+)","Some College"
"Colorado",2016,"West",13.4469377419543,33.3827537364573,0.205275690622803,1.7,4.9,1.47,3.11,4.38,37.55,89.97,14.47,"Mid (4-7%)","Some College"
"Colorado",2017,"West",13.4469377419543,33.3827537364573,0.205275690622803,2.2,4.4,-1.04,2.11,5.4,38.37,90.75,14.46,"Mid (4-7%)","Bachelor's+"
"Colorado",2018,"West",13.4469377419543,33.3827537364573,0.205275690622803,2.9,3.9,2.97,2.73,3.94,36.42,91.24,14.73,"Low (<4%)","Some College"
"Colorado",2019,"West",13.4469377419543,33.3827537364573,0.205275690622803,2.3,3.7,2.99,3.06,3.51,37.84,90.1,14.43,"Low (<4%)","Some College"
"Colorado",2020,"West",13.4469377419543,33.3827537364573,0.205275690622803,-2.8,8.1,-2.75,1.56,7.7,37,88.9,14.19,"High (7%+)","Some College"
"Colorado",2021,"West",13.4469377419543,33.3827537364573,0.205275690622803,5.9,5.3,6.09,3.5,4.42,36.25,91.97,14.93,"Mid (4-7%)","Some College"
"Colorado",2022,"West",13.4469377419543,33.3827537364573,0.205275690622803,2.1,3.6,2.62,3.82,5.08,34.93,93.99,14.9,"Mid (4-7%)","Some College"
"Colorado",2023,"West",13.4469377419543,33.3827537364573,0.205275690622803,2.5,3.6,2.02,2.4,4.29,36.56,92.77,14.38,"Mid (4-7%)","Some College"
"Colorado",2024,"West",13.4469377419543,33.3827537364573,0.205275690622803,2.8,3.9,4.37,4.01,3.93,39.22,93.18,15.15,"Low (<4%)","Bachelor's+"
"Connecticut",2004,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,3.8,5.5,4.36,3.51,4.3,36.56,87.29,14.96,"Mid (4-7%)","Some College"
"Connecticut",2005,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,3.5,5.1,2.01,3.8,4.56,35.21,87.89,14.85,"Mid (4-7%)","Some College"
"Connecticut",2006,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,2.9,4.6,4.56,3.11,5.65,36.89,88.97,15.23,"Mid (4-7%)","Some College"
"Connecticut",2007,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,1.9,4.6,3.35,4.47,3.51,33.5,88.37,15,"Low (<4%)","Some College"
"Connecticut",2008,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,-0.1,5.8,0.89,3.44,5.17,38.57,88.63,14.73,"Mid (4-7%)","Bachelor's+"
"Connecticut",2009,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,-2.5,9.3,-4.5,-2.84,10.16,35.28,87.86,14.22,"High (7%+)","Some College"
"Connecticut",2010,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,2.6,9.6,1.92,1.53,10.02,38.07,89.49,15.02,"High (7%+)","Bachelor's+"
"Connecticut",2011,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,1.6,8.9,2.36,3.51,8.24,39.3,89.61,15.29,"High (7%+)","Bachelor's+"
"Connecticut",2012,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,2.2,8.1,2.25,1.89,9.92,37.44,87.14,14.96,"High (7%+)","Some College"
"Connecticut",2013,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,1.8,7.4,2.22,2.14,6.09,40.23,88.28,14.89,"Mid (4-7%)","Bachelor's+"
"Connecticut",2014,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,2.5,6.2,5.45,4.32,7.76,39.85,89.58,15.79,"High (7%+)","Bachelor's+"
"Connecticut",2015,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,2.7,5.3,1.72,2.19,6.2,39.08,89.54,15.04,"Mid (4-7%)","Bachelor's+"
"Connecticut",2016,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,1.7,4.9,-0.84,1.7,2.59,38.75,91.44,14.77,"Low (<4%)","Bachelor's+"
"Connecticut",2017,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,2.2,4.4,2.53,2.41,4.75,39.88,90.67,15.73,"Mid (4-7%)","Bachelor's+"
"Connecticut",2018,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,2.9,3.9,2.07,2.83,4.78,39.65,91.58,15.23,"Mid (4-7%)","Bachelor's+"
"Connecticut",2019,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,2.3,3.7,2.84,3.94,2.83,42.47,90.65,15.32,"Low (<4%)","Bachelor's+"
"Connecticut",2020,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,-2.8,8.1,-3.77,-2.3,8.09,37.32,90.42,14.91,"High (7%+)","Some College"
"Connecticut",2021,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,5.9,5.3,8.55,5.94,3.51,42.49,92.2,16.22,"Low (<4%)","Bachelor's+"
"Connecticut",2022,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,2.1,3.6,1.95,3.53,2.6,37.22,91.54,15.57,"Low (<4%)","Some College"
"Connecticut",2023,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,2.5,3.6,1.93,2.28,3.75,38.52,93.78,15.97,"Low (<4%)","Bachelor's+"
"Connecticut",2024,"Northeast",14.2557609987195,35.3964440802764,0.178887205906557,2.8,3.9,2.6,0.52,4.2,38.24,92.7,15.87,"Mid (4-7%)","Bachelor's+"
"Delaware",2004,"South",13.4526704807935,32.4491644328954,0.193882491402251,3.8,5.5,4.84,3.55,5.42,32.45,87.09,14.48,"Mid (4-7%)","Some College"
"Delaware",2005,"South",13.4526704807935,32.4491644328954,0.193882491402251,3.5,5.1,3.62,4.49,4.25,34.19,86.8,13.92,"Mid (4-7%)","Some College"
"Delaware",2006,"South",13.4526704807935,32.4491644328954,0.193882491402251,2.9,4.6,0.95,1.64,5.25,34.45,86.14,13.84,"Mid (4-7%)","Some College"
"Delaware",2007,"South",13.4526704807935,32.4491644328954,0.193882491402251,1.9,4.6,1.89,2.23,6.06,32.85,86.98,13.66,"Mid (4-7%)","Some College"
"Delaware",2008,"South",13.4526704807935,32.4491644328954,0.193882491402251,-0.1,5.8,0.81,1.84,5.14,34.44,86.11,13.7,"Mid (4-7%)","Some College"
"Delaware",2009,"South",13.4526704807935,32.4491644328954,0.193882491402251,-2.5,9.3,-2.45,0.75,9.36,35.72,87.11,13.92,"High (7%+)","Some College"
"Delaware",2010,"South",13.4526704807935,32.4491644328954,0.193882491402251,2.6,9.6,3.48,3.1,9.02,35.85,87.57,14.58,"High (7%+)","Some College"
"Delaware",2011,"South",13.4526704807935,32.4491644328954,0.193882491402251,1.6,8.9,1.42,2.83,8.81,34.55,89.5,14.13,"High (7%+)","Some College"
"Delaware",2012,"South",13.4526704807935,32.4491644328954,0.193882491402251,2.2,8.1,2.13,3.35,8.28,34.34,90.23,14.36,"High (7%+)","Some College"
"Delaware",2013,"South",13.4526704807935,32.4491644328954,0.193882491402251,1.8,7.4,2.38,1.91,7.29,34.16,87.89,14.7,"High (7%+)","Some College"
"Delaware",2014,"South",13.4526704807935,32.4491644328954,0.193882491402251,2.5,6.2,3.69,3.65,5.81,36.65,88.26,14.57,"Mid (4-7%)","Some College"
"Delaware",2015,"South",13.4526704807935,32.4491644328954,0.193882491402251,2.7,5.3,1.2,1.68,4.78,37.79,88.99,14.5,"Mid (4-7%)","Some College"
"Delaware",2016,"South",13.4526704807935,32.4491644328954,0.193882491402251,1.7,4.9,1.66,2.91,4.94,34.88,89.79,14.51,"Mid (4-7%)","Some College"
"Delaware",2017,"South",13.4526704807935,32.4491644328954,0.193882491402251,2.2,4.4,2.11,1.26,4.18,37.41,90.34,14.31,"Mid (4-7%)","Some College"
"Delaware",2018,"South",13.4526704807935,32.4491644328954,0.193882491402251,2.9,3.9,1.99,4.23,3.3,34.66,91.3,14.36,"Low (<4%)","Some College"
"Delaware",2019,"South",13.4526704807935,32.4491644328954,0.193882491402251,2.3,3.7,1.06,3.48,4.12,35.5,89.64,14.57,"Mid (4-7%)","Some College"
